volume:ID,date:date
11998346000066,2018-12-16
11998346000058,2018-08-03
11998346000059,2018-04-29
11998346000053,2021-01-22
11998346000052,2021-08-11
11998346000063,2018-08-27
11998346000070,2018-08-08
11998347000023,2015-05-06
11998347000030,2021-05-16
11998347000029,2015-07-10
1199834900003,2018-11-16
1199834900002,2019-09-23
11998352000037,2018-07-03
11998352000017,2021-11-08
11998352000019,2018-01-18
11998352000043,2016-09-27
11998352000031,2016-03-26
11998352000042,2015-09-01
11998352000044,2015-07-25
11998352000052,2016-08-25
11998354000024,2019-10-05
11998354000015,2015-07-23
11998355000026,2015-04-24
11998355000020,2016-08-02
11998355000027,2018-02-04
11998357000052,2019-05-28
11998357000048,2017-10-22
11998357000046,2021-10-10
11998357000041,2020-07-14
11998359000021,2016-10-28
11998359000024,2016-03-07
11998359000026,2015-03-19
11998359000031,2015-08-19
11998359000033,2018-12-18
11998359000032,2016-07-17
11998359000022,2017-05-30
11998360000052,2017-10-30
11998360000015,2016-09-29
11998360000041,2019-09-29
11998360000070,2016-03-20
1199836000002,2016-10-18
11998360000061,2021-05-01
11998360000055,2016-12-26
11998360000060,2020-05-13
11998360000026,2019-10-12
1199836000006,2017-12-20
1199836100003,2019-03-29
1199836200001,2019-06-04
11998365000040,2017-07-07
119983680000117,2020-09-04
11998368000055,2015-10-06
11998368000020,2019-03-05
11998368000079,2015-08-02
119983680000136,2020-10-06
11998368000045,2015-09-12
119983680000137,2015-08-06
11998368000025,2018-07-14
11998368000026,2021-04-24
119983680000182,2021-04-14
11998368000034,2021-03-07
11998368000023,2021-03-31
11998370000038,2019-01-11
11998370000036,2018-10-23
11998370000042,2018-09-02
119983700000173,2015-01-23
11998370000039,2017-02-08
119983700000186,2020-04-02
119983700000176,2016-09-06
11998370000089,2018-03-18
11998370000037,2021-02-12
11998370000033,2015-06-01
11998370000041,2017-10-26
119983700000187,2016-12-01
11998370000040,2020-07-15
119983700000115,2019-02-18
119983700000182,2020-11-17
11998370000043,2020-05-16
11998371000031,2020-08-03
11998372000020,2019-07-01
1199837200008,2015-04-04
11998372000022,2016-10-31
11998376000011,2019-01-29
1199837700006,2020-06-09
11998378000014,2017-01-23
1199837900002,2016-11-23
11998380000035,2020-12-22
11998380000026,2017-06-10
11998380000034,2017-02-23
11998380000027,2019-05-23
11998380000012,2021-06-26
11998380000030,2015-08-04
1199838100005,2019-07-23
11998381000010,2021-08-07
11998383000022,2015-11-28
11998384000028,2021-03-31
11998384000025,2016-08-25
11998385000022,2017-09-20
11998385000032,2015-11-11
11998385000057,2015-04-16
119983850000150,2018-06-23
11998385000074,2020-04-05
11998385000080,2021-06-24
1199838800002018,2020-12-29
1199839100007,2016-11-26
11998391000010,2018-12-02
11998392000028,2021-03-10
11998392000012,2021-11-26
11998392000021,2018-01-18
11998392000027,2021-03-14
11998392000011,2020-03-25
11998392000024,2021-03-23
1199839300005,2021-07-03
11998397000031,2015-01-25
11998397000033,2015-04-16
11998398000011,2017-09-21
11998400000065,2016-02-07
11998400000045,2019-06-19
11998400000064,2021-07-15
11998400000052,2018-09-04
11998400000054,2017-05-31
11998400000063,2016-09-27
11998400000055,2018-06-21
11998400000067,2016-06-30
11998400000068,2020-04-13
11998400000066,2018-03-14
11998400000059,2019-11-16
11998400000058,2016-12-23
11998400000042,2021-11-14
11998401000017,2018-11-24
1199840200004,2017-12-22
11998402000020 Supplement,2020-04-26
11998402000039,2018-11-09
1199840300001,2015-04-27
11998403000011,2015-12-12
11998407000014,2020-02-09
11998407000017,2019-07-08
1199840700008,2017-06-22
11998407000019,2021-03-30
1199840800005,2017-11-23
1199840900002,2020-11-17
1199840900001,2020-01-28
1199840900004,2017-08-22
11998412000023,2018-12-01
11998415000027,2015-11-13
11998415000026,2015-06-12
11998416000035,2018-07-27
11998416000025,2016-01-02
11998416000039,2021-10-06
11998416000030,2019-12-06
11998416000026,2020-10-27
11998416000010,2021-08-04
11998416000036,2018-01-23
1199841600007,2019-06-23
11998416000034,2021-07-01
11998417000052,2017-01-03
11998417000054,2015-11-11
11998417000055,2020-11-15
11998417000056,2019-11-29
11998417000040,2018-01-15
11998417000043,2019-07-30
11998417000053,2018-04-04
11998417000045,2016-04-08
11998417000049,2015-02-09
11998418000010,2017-09-02
11998418000016,2015-07-07
11998418000014,2019-06-13
11998424000043,2016-07-06
11998424000045,2016-01-24
11998424000030,2020-08-05
11998424000039,2017-01-01
1199842500008,2016-03-03
1199842700007,2015-01-14
11998427000013,2021-07-14
1199842700001,2018-04-10
1199842700003,2015-11-16
11998427000026,2016-07-29
1199842800001,2018-09-10
1199842800002,2015-01-05
1199842800003,2015-02-03
11998430000016,2020-08-30
1199843200001,2020-12-01
11998433000011,2017-07-12
119984340000100,2021-01-10
11998434000071,2021-05-02
11998435000036,2017-11-25
11998436000038,2017-05-27
1199843700007,2018-04-10
1199843800005,2020-10-07
1199843900004,2017-11-04
11998439000014,2021-11-04
11998440000010,2015-01-20
11998442000033,2016-12-27
11998442000028,2016-10-18
11998443000036,2020-01-01
11998443000022,2016-04-24
11998443000031,2021-11-10
11998443000037,2020-06-12
11998443000029,2016-09-09
11998443000032,2017-05-31
11998443000035,2019-12-20
11998443000023,2016-02-22
11998443000038,2021-09-18
11998443000040,2019-11-29
11998447000017,2017-12-19
11998447000018,2015-10-17
11998447000029,2019-06-21
11998447000025,2015-11-30
1199844800002,2019-03-29
119984490000166,2020-12-21
119984490000125,2020-12-19
119984490000133,2021-11-16
11998449000036,2016-08-21
119984490000210,2016-01-03
119984490000287,2020-09-09
119984490000294,2020-10-20
119984490000162,2016-04-03
11998449000034,2017-08-05
119984490000108,2015-04-21
11998451000019,2017-06-11
11998451000015,2019-09-10
1199845200003,2021-09-29
11998453000024,2017-04-23
1199845500002010,2017-03-21
1199845600008,2020-11-08
11998456000013,2019-11-10
11998457000010,2017-08-05
11998457000012,2015-08-30
11998458000010,2016-09-11
11998461000016,2018-09-12
1199846300008,2015-09-10
119984650000152,2015-12-26
119984670000145,2017-03-25
119984670000192,2021-04-21
119984670000163,2020-12-09
119984670000188,2015-03-02
119984670000136,2019-03-08
11998468000023,2015-02-06
11998468000014,2017-03-27
11998468000031,2018-09-29
11998470000021,2017-07-14
11998470000020,2016-09-25
11998470000017,2015-08-26
11998470000010,2018-03-19
1199847100005,2016-03-13
1199847400007,2018-01-12
1199847800008,2015-05-06
11998479000058,2021-06-11
11998479000055,2016-02-17
11998479000059,2018-11-13
11998479000056,2019-09-29
1199848100003,2017-03-12
11998481000035,2015-05-13
11998482000031,2016-05-19
11998484000055,2020-10-05
11998484000052,2015-01-27
11998485000021,2020-01-01
11998485000023,2021-05-26
11998485000030,2019-11-28
11998485000018,2017-05-15
11998485000026,2020-04-17
1199849000003,2019-04-05
1199849000008,2020-10-07
11998490000015,2017-07-13
11998491000034,2015-10-09
11998491000017,2017-06-18
11998491000016,2019-09-19
11998491000018,2019-05-11
11998492000040,2018-10-05
11998492000036,2020-07-04
11998492000012,2015-09-18
1199849300001,2015-11-14
11998496000021,2018-09-19
11998496000014,2021-09-02
11998496000020,2015-10-12
1199849600001,2018-10-22
1199849800009,2019-11-24
1199849800008,2015-08-03
11998498000010,2015-03-19
11998499000024,2020-12-23
1199850000006,2017-11-07
11998500000015,2016-11-17
11998501000044,2018-03-14
1199850200009,2018-06-25
11998502000013,2018-05-27
11998502000015,2020-07-17
11998503000019,2021-12-03
11998503000012,2015-05-31
11998503000017,2020-12-18
11998503000018,2021-03-11
1199850300006,2016-05-20
11998503000014,2016-12-25
1199850300008,2021-04-27
11998504000039,2018-08-24
11998504000048,2015-08-17
11998506000036,2021-07-23
11998506000034,2019-07-19
11998506000012,2018-03-11
11998506000028,2017-08-13
1199850600008,2019-01-24
11998506000025,2018-04-08
11998506000018,2016-09-30
11998507000012,2015-12-28
11998508000031,2021-01-05
11998509000021,2019-08-09
11998509000025,2020-11-01
11998509000020,2016-02-18
11998509000013,2020-06-16
1199851000002010,2018-04-28
1199851000002003,2017-05-03
11998513000017,2018-09-29
1199851400006,2020-06-08
11998514000020,2016-04-06
1199852100002015,2021-03-23
1199852200001,2019-08-18
11998522000050,2019-10-05
11998522000084,2020-02-07
11998522000074,2016-07-10
11998522000033,2020-04-02
11998522000019,2021-11-24
1199852200008,2019-03-16
11998523000049,2017-03-10
11998523000048,2017-08-15
11998523000050,2018-05-16
11998524000035,2019-11-07
11998524000034,2021-05-19
1199852500003,2019-09-07
1199852600009,2019-06-18
1199852800007,2017-11-02
11998528000015,2020-05-15
119985340000197,2021-10-24
119985340000184,2016-11-17
119985340000193,2016-08-11
119985340000195,2021-01-18
119985340000172,2018-07-24
119985340000191,2017-04-18
119985340000192,2016-06-20
1199853500006,2018-01-19
1199853500009,2018-07-16
1199853500008,2020-03-08
1199853800007,2020-04-27
11998539000012,2015-02-14
1199853900001,2015-06-25
11998540000029,2017-04-19
11998540000034,2016-09-02
11998541000010,2016-06-09
1199854100007,2016-11-30
1199854100008,2015-10-03
11998544000015,2017-04-18
11998544000017,2018-05-14
11998545000038,2018-11-01
11998545000047,2018-05-26
1199854500002,2018-05-23
11998545000030,2018-12-08
11998546000013,2016-08-26
11998546000033,2015-07-30
1199854800006,2015-08-21
11998548000011,2019-04-16
11998549000033,2021-05-02
11998549000025,2018-09-08
11998549000031,2015-06-12
11998550000018,2015-04-05
1199855000004,2016-04-17
11998550000014,2015-01-02
1199855300002,2020-02-24
11998553000031,2019-01-16
11998553000012,2015-01-08
1199855300003,2018-07-12
11998553000023,2021-09-06
11998553000029,2017-11-03
11998553000025,2015-06-24
1199855500002,2019-10-24
11998557000011,2020-12-30
1199855700006,2019-08-05
11998557000012,2017-06-16
1199855700007,2018-03-21
1199855700008,2018-12-07
11998557000013,2015-06-10
1199855700009,2019-01-22
11998557000010,2019-10-14
1199855700004,2016-09-03
1199855800004,2021-05-15
11998559000019,2020-04-13
11998563000010,2019-02-27
11998564000015,2020-04-26
1199856400008,2017-02-18
1199856400004,2018-03-28
11998565000021,2015-10-25
1199856500009,2017-11-03
11998565000017,2016-07-09
11998565000030,2018-02-21
11998567000084,2016-03-02
11998567000080,2018-03-30
11998567000063,2021-03-03
11998567000081,2019-01-18
11998567000095,2017-05-09
11998567000039,2017-05-16
11998567000085,2021-04-25
11998567000094,2015-09-28
11998567000074,2016-11-02
11998567000088,2016-09-17
1199856800004,2016-03-23
11998569000012,2018-06-19
11998569000027,2017-10-29
11998569000026,2018-11-20
11998569000025,2018-03-07
11998572000027,2021-08-20
1199857300008,2018-07-27
119985740000154,2018-10-10
119985740000162,2016-11-27
11998574000068,2017-03-06
119985740000201,2017-02-11
119985740000146,2016-06-18
119985740000185,2020-07-04
119985740000107,2020-05-31
119985740000238,2019-12-07
1199857600003,2016-08-13
11998582000015,2016-11-10
11998582000014,2020-02-15
119985820000129,2015-12-07
11998582000089,2018-02-17
1199858200006,2021-12-06
11998582000066,2015-01-06
119985820000130,2016-11-09
11998582000065,2017-01-23
11998582000029,2020-05-21
11998582000012,2021-12-26
119985820000135,2021-08-12
11998582000088,2016-02-05
119985820000118,2018-09-05
119985820000109,2020-09-10
11998582000059,2016-09-03
11998583000035,2021-02-19
11998583000027,2020-05-15
11998586000017,2017-01-04
11998586000016,2015-08-08
11998587000033,2017-11-27
11998587000023,2017-08-24
11998587000016,2018-11-06
11998587000021,2017-12-29
11998587000034,2016-02-13
11998587000020,2021-10-10
11998587000027,2018-01-02
11998587000032,2020-05-15
11998587000026,2020-02-18
1199858800005,2016-12-29
11998589000014,2017-01-27
11998589000015,2018-09-18
1199858900005,2021-10-23
11998589000017,2021-01-22
1199858900006,2016-11-19
11998589000020,2017-04-06
11998589000019,2021-12-20
1199859000006,2019-07-30
1199859100004,2020-05-10
1199859100005,2016-03-13
1199859200004,2016-09-01
1199859400003,2020-04-15
11998597000021,2018-10-27
11998597000012,2015-05-25
11998597000025,2019-06-02
11998597000053,2021-11-27
11998598000010,2016-05-11
1199859800009,2020-07-22
11998602000027,2019-04-29
11998602000028,2018-04-16
11998604000055,2019-10-25
11998604000053,2019-04-12
11998605000019,2016-11-02
11998605000026,2015-08-11
11998605000032,2015-06-02
11998606000034,2016-07-20
11998606000029,2017-08-20
11998606000026,2019-12-06
11998606000038,2021-08-10
1199860800001,2015-06-25
11998609000027,2015-04-24
11998610000079,2015-11-11
11998610000035,2016-07-07
11998610000066,2019-12-06
11998610000086,2016-01-25
11998610000076,2019-10-30
1199861000001,2016-02-03
1199861000008,2016-11-05
11998610000053,2016-01-09
11998611000010,2021-04-26
1199861100003,2019-03-20
11998611000012,2021-12-11
11998612000033,2015-12-11
1199861500006,2016-05-30
11998615000021,2017-08-05
119986150000105,2019-04-03
11998615000027,2018-03-28
11998615000089,2015-09-12
1199861500005,2018-01-07
11998615000024,2015-12-06
119986150000107,2015-01-19
11998616000023,2017-12-12
11998616000021,2017-09-20
11998616000025,2020-04-24
11998617000088,2019-08-24
119986170000108,2020-08-12
119986170000104,2018-06-26
11998617000082,2019-02-19
11998617000025,2016-03-19
11998617000098,2018-01-13
119986170000148,2015-04-22
119986170000156,2016-11-06
11998617000090,2018-02-02
119986170000126,2019-01-06
119986170000160,2016-01-31
11998617000029,2020-02-02
119986170000183,2021-04-05
119986170000164,2020-07-31
11998617000084,2021-03-09
119986170000174,2020-03-11
11998617000087,2016-09-29
11998619000056,2021-08-15
119986190000177,2015-06-21
119986190000283,2016-04-15
11998619000053,2020-08-08
119986190000191,2019-05-30
119986190000250,2016-10-03
119986190000223,2017-05-04
11998620000019,2016-09-23
11998620000026,2020-11-23
1199862400007,2019-01-27
11998625000045,2016-09-18
11998625000063,2017-07-18
11998625000064,2019-08-04
11998625000051,2018-08-18
1199862800007,2017-05-09
1199863900007,2020-07-13
1199864200006,2017-02-04
1199864300008,2019-09-12
11998643000018,2020-11-04
1199864300004,2015-09-13
1199864600004,2018-12-06
1199864600001,2015-06-29
11998647000012,2016-04-13
11998647000025,2017-03-25
1199864800001,2018-05-18
11998649000036,2016-07-26
11998649000010,2018-09-21
11998649000034,2016-05-22
11998649000024,2017-11-20
11998651000014,2016-02-21
1199865200005,2017-07-06
11998654000031,2015-07-10
11998655000023,2017-03-11
11998655000015,2020-10-12
11998657000013,2019-08-13
1199865700003,2017-01-24
11998658000051,2019-07-25
11998658000058,2021-07-08
11998658000076,2021-01-26
11998660000013,2020-02-10
11998660000014,2015-05-03
11998660000011,2017-08-06
11998661000032,2019-05-22
11998663000031,2018-01-14
11998663000011,2016-11-15
11998664000024,2018-07-20
1199866500007,2016-03-02
11998667000011,2015-01-03
11998669000013,2021-04-21
11998669000026,2021-10-23
11998669000020,2020-04-24
11998669000010,2019-08-19
11998670000015,2018-05-29
1199867100003,2018-04-23
1199867100001,2018-11-16
1199867100009,2015-12-09
11998673000044,2016-10-19
11998673000048,2019-12-03
11998673000042,2019-03-10
11998673000052,2018-03-27
11998673000057,2020-11-09
11998673000049,2015-06-17
1199867400005,2017-09-27
1199867400009,2020-05-21
11998674000011,2021-02-23
1199867400003,2021-05-28
1199867500008,2016-07-19
1199867500003,2017-10-15
1199867700003,2019-10-01
11998677000013,2020-10-01
1199867700001,2015-07-06
11998682000014,2021-01-28
11998683000019,2020-07-29
1199868300006,2015-04-04
1199868300007,2020-03-24
11998683000018,2017-06-13
11998683000020,2015-05-21
11998683000016,2016-07-10
1199868300008,2020-03-29
1199868300005,2021-06-22
1199868300003,2019-12-15
11998683000012,2020-07-22
11998683000013,2017-07-02
11998683000011,2020-06-29
11998684000027,2019-07-05
1199868400002,2021-06-17
1199868500006,2021-06-01
11998687000050,2019-10-08
11998688000015,2017-05-21
1199868900002007,2019-01-11
1199869100006,2018-05-12
11998694000017,2015-07-02
11998695000018,2017-09-20
11998695000012,2021-03-15
11998695000020,2018-04-26
11998698000057,2015-10-01
11998698000050,2018-12-08
11998698000051,2017-07-11
11998698000030,2019-02-01
11998698000075,2018-01-29
119986980000202,2016-11-09
119986980000197,2017-06-15
1199869800005,2016-10-15
11998698000053,2016-04-21
11998698000076,2016-07-24
119986980000102,2019-07-29
11998699000021,2017-01-28
11998700000026,2021-07-21
11998700000018,2021-02-23
11998700000029,2015-11-21
11998701000016,2019-12-11
119987060000176,2016-05-01
119987060000483,2017-09-01
119987060000177,2015-03-08
119987060000444,2018-01-07
119987060000158,2015-09-10
119987060000331,2015-11-20
119987060000512,2015-03-31
11998706000021,2017-10-31
119987060000554,2018-06-23
119987060000501,2017-09-22
119987060000197,2017-08-12
119987060000351,2019-06-02
11998706000010,2018-03-26
119987060000162,2018-10-10
119987060000188,2016-05-28
119987060000318,2018-02-09
119987060000570,2020-02-18
119987060000187,2021-12-16
119987060000165,2017-06-10
119987060000479,2015-11-18
119987060000178,2018-12-01
119987060000541,2017-04-21
119987060000562,2017-02-09
119987060000199,2020-05-11
119987060000118,2018-11-08
119987060000372,2016-01-17
119987070000103,2016-05-20
11998707000096,2020-06-27
11998707000068,2018-11-18
11998707000038,2021-04-05
11998707000048,2021-02-21
11998707000036,2019-05-25
11998707000055,2019-06-26
11998707000034,2019-01-29
11998707000046,2021-09-26
11998707000063,2018-02-21
11998707000037,2021-11-06
119987070000122,2017-06-05
11998707000033,2015-12-16
11998707000032,2019-09-21
11998707000083,2020-11-21
11998707000058,2020-05-15
11998707000016,2021-08-12
11998707000021,2018-03-20
1199870800003,2020-08-12
11998709000013,2020-08-28
11998709000016,2019-06-22
11998709000025,2019-10-28
1199871000002,2018-10-02
1199871000007,2018-12-16
11998710000042,2021-04-11
11998710000038,2017-01-05
11998712000011,2021-08-25
11998713000012,2021-10-04
1199871300007,2021-05-14
1199871500002,2015-03-23
1199871500006,2018-07-11
11998717000015,2016-03-20
1199871900006,2015-05-07
11998720000015,2017-03-05
11998720000020,2021-10-14
11998721000012,2018-02-12
11998721000014,2021-09-17
1199872100003,2021-01-27
1199872100008,2018-11-18
11998722000014,2017-06-26
11998722000013,2020-01-04
11998722000012,2016-05-29
11998722000010,2019-10-07
1199872400009,2017-03-16
1199872700002018,2016-08-10
11998730000024,2021-09-02
11998730000034,2019-05-09
11998730000053,2018-07-23
11998730000041,2019-06-23
11998730000039,2017-11-14
11998730000051,2015-02-12
11998730000046,2019-03-03
11998730000055,2020-06-23
11998730000050,2019-06-01
11998730000049,2018-08-02
11998730000037,2020-04-26
1199873200001,2020-03-18
11998734000015,2019-01-27
1199873500002019,2020-03-13
1199873500002021,2021-08-07
1199873700009,2017-08-09
11998737000010,2020-07-17
11998738000010,2017-06-09
11998738000012,2021-11-30
11998738000016,2017-11-11
1199873800002,2017-10-12
11998740000026,2018-03-18
11998740000019,2021-09-03
11998740000018,2016-04-11
11998741000025,2015-04-17
11998741000030,2019-09-15
11998741000020,2016-01-11
11998741000019,2015-05-12
11998741000010,2020-07-27
1199874100006,2016-01-14
11998741000015,2015-11-29
11998742000010,2015-06-04
1199874200001,2018-12-25
1199874200006,2019-04-26
11998743000029,2017-08-22
11998743000025,2018-07-10
11998743000043,2018-04-15
11998743000036,2021-03-31
11998743000068,2018-01-18
11998743000021,2021-08-30
1199874300001,2016-10-21
11998743000055,2021-10-18
11998743000038,2017-02-25
11998743000019,2018-10-26
11998743000024,2017-05-24
11998743000061,2021-07-04
11998744000016,2015-07-05
1199874500007,2020-07-23
11998746000051,2019-10-15
11998746000049,2019-12-20
11998746000054,2018-04-19
11998746000058,2017-07-30
11998746000052,2017-01-19
11998746000055,2019-02-20
11998747000046,2018-01-04
11998747000054,2016-02-09
11998748000031,2015-07-16
1199874900006,2015-11-14
11998750000011,2020-12-08
11998752000053,2018-10-01
11998752000066,2020-01-01
119987520000127,2017-11-05
11998752000048,2017-09-20
11998752000047,2020-09-28
11998752000051,2015-10-10
11998752000054,2021-11-02
11998752000043,2018-02-18
11998752000063,2020-12-15
11998753000010,2021-03-21
11998753000012,2021-02-28
1199875400008,2017-07-04
1199875400005,2018-11-13
1199875400009,2018-03-01
1199875500002,2016-10-17
11998755000013,2018-07-16
11998756000039,2017-05-06
119987560000113,2020-04-16
11998756000040,2021-07-20
119987560000149,2015-08-09
11998756000097,2021-12-08
11998759000010,2019-08-16
1199876200008,2015-05-19
1199876200007,2021-04-19
1199876200006,2015-06-05
1199876200009,2015-07-28
11998762000010,2019-05-14
1199876200005,2017-10-07
11998764000047,2017-08-16
11998764000030,2018-02-20
11998764000044,2019-12-27
11998764000036,2017-11-19
11998764000035,2019-11-20
1199876500002021,2019-10-25
1199876500002016,2016-12-11
1199876500002015,2020-07-07
1199876500002019,2017-09-14
1199876500002013,2019-04-24
1199876600006,2015-01-11
11998768000012,2020-01-11
1199876800008,2019-10-13
11998768000020,2017-02-06
1199877000009,2019-11-17
1199877000008,2019-04-17
11998770000017,2017-01-15
11998770000038,2021-01-18
11998770000021,2015-04-18
11998771000027,2016-12-22
11998771000024,2018-03-28
11998772000014,2018-03-03
11998773000011,2016-02-24
11998773000017,2015-12-27
11998774000027,2018-11-28
11998774000030,2019-08-14
1199877500007,2015-05-16
1199877500006,2019-04-02
1199877500004,2019-01-12
1199877500009,2015-05-14
1199877600009,2018-04-25
1199877600008,2017-01-04
11998778000025,2020-03-18
11998778000017,2018-08-25
11998778000015,2018-02-22
11998780000010,2019-11-30
1199878100006,2016-03-23
1199878400002,2021-05-10
11998784000047,2021-04-09
11998784000014,2016-12-30
11998784000097,2018-09-22
11998784000023,2021-02-09
11998784000062,2021-01-28
11998784000071,2016-09-30
11998784000039,2017-01-11
11998784000033,2018-05-25
11998784000025,2021-02-09
11998784000090,2017-05-05
11998788000040,2020-10-15
11998788000074,2018-03-19
11998788000033,2020-04-25
11998788000036,2016-07-01
119987880000110,2021-12-23
119987880000100,2016-08-09
11998788000097,2021-12-28
11998788000044,2021-10-19
11998788000039,2015-06-24
119987880000109,2017-12-29
1199878800005,2016-04-21
11998788000048,2017-07-17
11998788000042,2015-02-24
11998788000023,2015-02-06
11998788000026,2019-06-28
119987880000114,2015-10-19
119987880000129,2020-03-25
11998788000041,2015-02-18
11998788000024,2016-10-28
1199878800002,2021-07-03
11998788000035,2018-05-03
11998788000051,2020-08-16
1199878800004,2021-02-01
11998788000045,2016-12-30
11998788000025,2015-10-11
11998788000028,2018-05-16
11998788000032,2018-12-28
11998788000029,2021-09-13
11998788000046,2017-05-13
11998788000049,2019-02-02
11998788000050,2018-12-31
11998788000055,2018-11-15
11998788000068,2015-11-03
11998788000056,2018-02-20
11998788000053,2015-08-27
1199878900006,2020-09-30
11998789000027,2015-08-25
11998790000024,2020-09-16
11998790000020,2015-03-08
11998790000011,2018-04-19
11998791000029,2017-03-25
1199879100006,2017-05-08
11998791000027,2015-10-26
1199879100009,2019-02-09
1199879100008,2020-01-31
11998793000077,2019-11-21
11998793000076,2018-08-30
11998793000030,2021-11-14
11998793000068,2021-07-23
11998793000075,2018-12-10
11998793000072,2017-02-08
11998793000022,2015-03-26
11998799000048,2020-09-02
11998799000054,2019-08-08
1199880000003,2017-08-23
11998801000066,2016-11-05
11998801000058,2021-02-09
11998801000070,2016-07-11
11998801000059,2019-10-17
11998801000063,2019-04-22
11998801000056,2019-10-04
11998801000049,2016-04-07
11998801000061,2021-11-14
11998801000068,2017-11-16
11998801000065,2015-12-25
11998801000067,2017-02-04
11998802000024,2016-11-02
1199880300006,2016-10-27
11998803000011,2019-12-02
11998803000023,2021-09-13
11998803000036,2018-10-10
11998803000092,2021-05-09
1199880400009,2017-11-06
1199880400003,2018-10-14
1199880500009,2021-09-24
11998805000013,2015-02-22
11998805000011,2021-06-29
11998805000012,2018-10-17
1199880700009,2019-10-22
11998810000029,2019-12-11
11998811000012,2017-09-10
11998812000031,2017-02-05
11998812000037,2021-09-25
11998812000026,2019-01-09
119988130000134,2020-07-26
119988130000130,2016-04-05
119988130000128,2020-03-24
11998814000013,2015-11-17
11998814000018,2017-02-12
11998814000020,2018-12-17
1199881500005,2016-06-01
1199881600008,2021-05-10
11998818000079,2015-05-01
119988180000146,2017-11-24
119988180000161,2015-03-17
119988180000182,2018-09-20
11998818000082,2021-11-04
11998818000062,2015-12-12
119988180000122,2018-08-27
119988180000192,2021-08-10
119988180000174,2018-02-01
11998819000039,2017-03-12
11998819000032,2021-06-15
11998819000024,2021-04-07
11998819000042,2016-10-24
11998819000015,2019-07-09
11998819000031,2017-08-11
11998819000040,2016-09-26
11998819000026,2019-03-15
11998819000014,2018-06-27
11998820000026,2018-08-19
11998821000050,2021-09-27
1199882300008,2020-07-20
11998823000012,2020-11-07
11998823000013,2017-12-20
11998823000015,2018-01-03
11998823000011,2015-03-26
1199882300003,2018-11-24
1199882500007,2020-04-30
1199882500005,2016-09-19
1199882500003,2015-01-30
1199882500001,2015-09-17
1199882600005,2017-03-03
1199882600004,2016-12-17
11998827000011,2017-12-23
11998827000019,2021-04-05
11998831000023,2021-10-13
11998832000015,2019-08-15
1199883300008,2017-07-31
119988340000124,2020-07-14
11998834000034,2016-02-23
11998834000017,2017-07-06
119988340000135,2018-06-23
1199883400005,2016-10-27
11998834000032,2020-08-08
11998834000098,2016-03-18
119988340000140,2020-11-02
11998834000033,2016-08-27
11998834000027,2020-06-16
11998834000018,2020-01-06
11998834000014,2017-08-12
11998834000029,2017-01-07
11998834000026,2018-11-22
11998834000021,2016-01-30
1199883500007,2016-03-06
11998836000014,2016-09-30
1199883600009,2020-10-20
11998836000012,2019-04-28
1199884000007,2017-02-25
11998840000014,2021-12-09
11998841000018,2019-11-16
11998845000022,2017-01-12
11998851000011,2016-06-03
1199885100007,2017-01-09
11998851000017,2018-10-26
11998851000015,2017-08-30
11998851000018,2021-09-11
