article:ID,author:string[],author-aux:string,author-orcid:string[],booktitle:string,cdate:date,cdrom:string,cite:string[],cite-label:string[],crossref:string,editor:string[],editor-orcid:string[],ee:string[],ee-type:string[],i:string[],journal:string,key:string,mdate:date,month:string,note:string[],note-label:string,note-type:string[],number:string,pages:string,publisher:string,publnr:string,publtype:string,sub:string[],sup:string[],title:string[],title-bibtex:string,tt:string[],url:string,volume:string,year:int,abstract:string[]
2591774,Amelia Harrison|Miroslaw Truszczynski|Vladimir Lifschitz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1017/S1471068414000088,NA,NA,Theory Pract. Log. Program.,journals/tplp/HarrisonLT15,2020-02-13,NA,NA,NA,NA,1,18-34,NA,NA,NA,NA,NA,On equivalence of infinitary formulas under the stable model semantics.,NA,NA,db/journals/tplp/tplp15.html#HarrisonLT15,15,2015,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2544259,Ian A. Frigaard|Otmar Scherzer,NA,0000-0001-9378-7452,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1137/S0036139995287132,NA,NA,SIAM J. Appl. Math.,journals/siamam/FrigaardS97,2020-10-26,NA,NA,NA,NA,3,649-682,NA,NA,NA,NA,NA,Spraying the Perfect Billet.,NA,NA,db/journals/siamam/siamam57.html#FrigaardS97,57,1997,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
556387,Barry Syrett|Jafar Shaker|Nima Javanbakht|Rony E. Amaya,NA,0000-0002-0865-1794|0000-0002-5543-2818|0000-0002-8933-9654,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1109/ACCESS.2021.3093775,oa,NA,IEEE Access,journals/access/JavanbakhtSAS21,2021-09-16,NA,NA,NA,NA,NA,94224-94238,NA,NA,NA,NA,NA,A Review of Reconfigurable Leaky-Wave Antennas.,NA,NA,db/journals/access/access9.html#JavanbakhtSAS21,9,2021,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
777544,William J. Hardcastle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/0167-6393(85)90051-2,NA,NA,Speech Commun.,journals/speech/Hardcastle85,2020-02-22,NA,NA,NA,NA,NA,247-263,NA,NA,NA,NA,NA,Some phonetic and syntactic constraints on lingual coarticulation during /kl/ sequences.,NA,NA,db/journals/speech/speech4.html#Hardcastle85,4,1985,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1857951,Anatoly Khina|Anusha Lalitha|Tara Javidi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/abs/2012.03492,oa,NA,CoRR,journals/corr/abs-2012-03492,2020-12-09,NA,NA,NA,NA,NA,NA,NA,NA,informal,NA,NA,Causal Posterior Matching and its Applications.,NA,NA,db/journals/corr/corr2012.html#abs-2012-03492,abs/2012.03492,2020,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
921423,Jie Zhang|Jiuxiang Dong,NA,0000-0002-0318-3004,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/j.jfranklin.2020.01.012,NA,NA,J. Frankl. Inst.,journals/jfi/DongZ20,2020-06-16,NA,NA,NA,NA,7,3993-4007,NA,NA,NA,NA,NA,A new image-based visual servoing method with velocity direction control.,NA,NA,db/journals/jfi/jfi357.html#DongZ20,357,2020,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1881768,Daniel Semrau|Domaniç Lavery|Eric Sillekens|Polina Bayvel|Robert I. Killey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://arxiv.org/abs/1805.05813,oa,NA,CoRR,journals/corr/abs-1805-05813,2018-08-13,NA,NA,NA,NA,NA,NA,NA,NA,informal,NA,NA,Experimental Demonstration of Geometrically-Shaped Constellations Tailored to the Nonlinear Fibre Channel.,NA,NA,db/journals/corr/corr1805.html#abs-1805-05813,abs/1805.05813,2018,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1811909,Anastasios Sidiropoulos|Bhaskar DasGupta|Laura Palmieri|Tanima Chatterjee|Zainab Al-Qurashi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://arxiv.org/abs/1804.10577,oa,NA,CoRR,journals/corr/abs-1804-10577,2018-08-13,NA,NA,NA,NA,NA,NA,NA,NA,informal,NA,NA,Alleviating partisan gerrymandering: can math and computers help to eliminate wasted votes?,NA,NA,db/journals/corr/corr1804.html#abs-1804-10577,abs/1804.10577,2018,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2165955,Pamela Samuelson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1145/162685.162693,NA,NA,Commun. ACM,journals/cacm/Samuelson93b,2018-11-06,NA,NA,NA,NA,9,19-25,NA,NA,NA,NA,NA,Computer Programs and Copyright's Fair Use Doctrine.,NA,NA,db/journals/cacm/cacm36.html#Samuelson93b,36,1993,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
137342,Goutam Kumar Panda|Mousam Ghosh|Pradip Kumar Saha|Suman Ghosh 0002,NA,0000-0001-6477-7693|0000-0002-5567-7241|0000-0003-2171-4806,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1109/TIE.2016.2637303,NA,NA,IEEE Trans. Ind. Electron.,journals/tie/GhoshGSP17,2020-06-15,NA,NA,NA,NA,4,2654-2662,NA,NA,NA,NA,NA,"Semi-Analytical Dynamic Model of Permanent-Magnet Direct Current Brushed Motor Considering Slotting Effect, Commutation, and PWM-Operated Terminal Voltage.",NA,NA,db/journals/tie/tie64.html#GhoshGSP17,64,2017,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
292786,Chenyang Xu 0003|John H. Prueger|John J. Qu|Laurel Gutenberg|Michael H. Cosh|Xianjun Hao|Zhiliang Zhu 0002,NA,0000-0002-6860-6936|0000-0002-6978-2018|0000-0002-8186-6839|0000-0002-9373-602X,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.3390/rs10020210|https://www.wikidata.org/entity/Q57410686,oa,NA,Remote. Sens.,journals/remotesensing/XuQHCPZG18,2020-09-01,NA,NA,NA,NA,2,210,NA,NA,NA,NA,NA,Downscaling of Surface Soil Moisture Retrieval by Combining MODIS/Landsat and In Situ Measurements.,NA,NA,db/journals/remotesensing/remotesensing10.html#XuQHCPZG18,10,2018,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
573167,Jacobo Fernández-Vargas|Kahori Kita|Tapio V. J. Tarvainen|Wenwei Yu,NA,0000-0002-6941-1233|0000-0002-7953-7569,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1109/ACCESS.2017.2766174,oa,NA,IEEE Access,journals/access/Fernandez-Vargas17,2018-11-30,NA,NA,NA,NA,NA,23736-23750,NA,NA,NA,NA,NA,Effects of Using Virtual Reality and Virtual Avatar on Hand Motion Reconstruction Accuracy and Brain Activity.,NA,NA,db/journals/access/access5.html#Fernandez-Vargas17,5,2017,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
202111,Harry Dankowicz|Zaid Ahsan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/j.compag.2019.01.052,NA,NA,Comput. Electron. Agric.,journals/cea/AhsanD19,2020-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Optimal scheduling and sequencing for large-scale seeding operations.,NA,NA,db/journals/cea/cea163.html#AhsanD19,163,2019,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2079479,Guiyi Wei|Ping Zhu|Yuxin Mao,NA,0000-0002-0635-2053|0000-0002-2837-2290,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1155/2013/836056,oa,NA,Int. J. Distributed Sens. Networks,journals/ijdsn/MaoZW13,2020-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A Game Theoretic Model for Wireless Sensor Networks with Hidden-Action Attacks.,NA,NA,db/journals/ijdsn/ijdsn9.html#MaoZW13,9,2013,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
755646,Aua-aree Boonperm|Krung Sinapiromsaran,NA,0000-0001-9733-8937,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/j.amc.2014.02.040,NA,NA,Appl. Math. Comput.,journals/amc/BoonpermS14,2020-02-21,NA,NA,NA,NA,NA,385-401,NA,NA,NA,NA,NA,Artificial-free simplex algorithm based on the non-acute constraint relaxation.,NA,NA,db/journals/amc/amc234.html#BoonpermS14,234,2014,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1625633,David A. Cohn|Michael I. Jordan|Zoubin Ghahramani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/abs/cs/9603104,oa,NA,CoRR,journals/corr/cs-AI-9603104,2020-01-10,NA,NA,NA,NA,NA,NA,NA,NA,informal,NA,NA,Active Learning with Statistical Models,NA,NA,db/journals/corr/corr9603.html#cs-AI-9603104,cs.AI/9603104,1996,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
495977,Christos A. Papachristou|Cris Koutsougeras|George Georgiou,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1142/S0218001492000308,NA,NA,Int. J. Pattern Recognit. Artif. Intell.,journals/ijprai/KoutsougerasGP92,2020-05-11,NA,NA,NA,NA,4,539-569,NA,NA,NA,NA,NA,"A Feedforward Neural Network Classifier Model: Multiple Classes, Confidence Output Values, and Implementation.",NA,NA,db/journals/ijprai/ijprai6.html#KoutsougerasGP92,6,1992,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2466000,Hao Sun|Jiuling Hu|Lianjin Hong|Lili Yin|Rongzhen Guo|Yu Lan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.3390/s21041548,oa,NA,Sensors,journals/sensors/HuHYLSG21,2021-03-11,NA,NA,NA,NA,4,1548,NA,NA,NA,NA,NA,Research and Fabrication of Broadband Ring Flextensional Underwater Transducer.,NA,NA,db/journals/sensors/sensors21.html#HuHYLSG21,21,2021,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
444181,Chen Liang|Jun Zheng 0007|Quan-Xin Zhang|Yu-an Tan 0001|Yuan Xue|Yuanzhang Li,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/j.ins.2018.02.069,NA,NA,Inf. Sci.,journals/isci/XueTLLZZ18,2021-11-12,NA,NA,NA,NA,NA,36-50,NA,NA,NA,NA,NA,RootAgency: A digital signature-based root privilege management agency for cloud terminal devices.,NA,NA,db/journals/isci/isci444.html#XueTLLZZ18,444,2018,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2757479,Manoj Kumar Shukla 0001|Ruchir Gupta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.4018/jitn.2010070103,NA,NA,Int. J. Interdiscip. Telecommun. Netw.,journals/ijitn/ShuklaG10,2021-05-05,NA,NA,NA,NA,3,51-65,NA,NA,NA,NA,NA,Performance Analysis of Optimum Interleaver based on Prime Numbers for Multiuser Iterative IDMA Systems.,NA,NA,db/journals/ijitn/ijitn2.html#ShuklaG10,2,2010,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1284734,Chris M. Herdman|Kamilla R. Johannsdottir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1177/0018720810385427.,NA,NA,Hum. Factors,journals/hf/JohannsdottirH10,2020-06-04,NA,NA,NA,NA,6,663-673,NA,NA,NA,NA,NA,The Role of Working Memory in Supporting Drivers' Situation Awareness for Surrounding Traffic.,NA,NA,db/journals/hf/hf52.html#JohannsdottirH10,52,2010,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1187617,Bart Rienties|Chirag Shah|Dirk T. Tempelaar|Karen Littleton|Matthew Mitsui|Simon Knight 0001,NA,0000-0001-8156-4614|0000-0002-3797-4293|0000-0002-8709-5780|0000-0003-3749-9629,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1007/s10791-017-9304-z|https://www.wikidata.org/entity/Q61661110,NA,NA,Inf. Retr. J.,journals/ir/KnightRLTMS17,2020-03-06,NA,NA,NA,NA,5,480-505,NA,NA,NA,NA,NA,The orchestration of a collaborative information seeking learning task.,NA,NA,db/journals/ir/ir20.html#KnightRLTMS17,20,2017,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1586481,Pierre-Yves Oudeyer|Sao Mai Nguyen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://arxiv.org/abs/1804.07269,oa,NA,CoRR,journals/corr/abs-1804-07269,2018-08-13,NA,NA,NA,NA,NA,NA,NA,NA,informal,NA,NA,Socially Guided Intrinsic Motivation for Robot Learning of Motor Skills.,NA,NA,db/journals/corr/corr1804.html#abs-1804-07269,abs/1804.07269,2018,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2421113,Huaiyin Lu|Julian Cheng|Ming Jiang 0002,NA,0000-0001-6310-8236|0000-0001-9064-7307,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1109/TCOMM.2020.3046659,NA,NA,IEEE Trans. Commun.,journals/tcom/LuJC21,2021-04-29,NA,NA,NA,NA,4,2290-2303,NA,NA,NA,NA,NA,"Deep Learning Aided Robust Joint Channel Classification, Channel Estimation, and Signal Detection for Underwater Optical Communication.",NA,NA,db/journals/tcom/tcom69.html#LuJC21,69,2021,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
178510,Anamaria Falaus|Francesca Panzeri|Oana Lungu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1093/jos/ffab002,NA,NA,J. Semant.,journals/jsemantics/LunguFP21,2021-06-16,NA,NA,NA,NA,2,221-247,NA,NA,NA,NA,NA,Disjunction in Negative Contexts: A Cross-Linguistic Experimental Study.,NA,NA,db/journals/jsemantics/jsemantics38.html#LunguFP21,38,2021,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
95576,Aaron Shepanik|Adam Silber|Bohumil Krajc|Dalibor Froncek|Michal Kravcenko|Petr Kovár|Tereza Kovárová,NA,0000-0001-6529-4896|0000-0002-7847-5060|0000-0003-4528-2059,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/j.endm.2017.06.010,NA,NA,Electron. Notes Discret. Math.,journals/endm/FroncekKKKKSS17,2020-02-20,NA,NA,NA,NA,NA,69-76,NA,NA,NA,NA,NA,On regular handicap graphs of even order.,NA,NA,db/journals/endm/endm60.html#FroncekKKKKSS17,60,2017,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2371897,Bogdan Cautis|Silviu Maniu,NA,0000-0002-8623-1533,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.3166/isi.18.4.109-144,NA,NA,Ingénierie des Systèmes d Inf.,journals/isi/CautisM13,2020-04-16,NA,NA,NA,NA,4,109-144,NA,NA,NA,NA,NA,Recherche top-k dépendant d'un contexte à l'aide de vues.,NA,NA,db/journals/isi/isi18.html#CautisM13,18,2013,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
262240,Friederike Moltmann,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1007/s11229-018-1847-z,NA,NA,Synth.,journals/synthese/Moltmann20,2020-07-09,NA,NA,NA,NA,1,311-335,NA,NA,NA,NA,NA,Existence predicates.,NA,NA,db/journals/synthese/synthese197.html#Moltmann20,197,2020,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2422732,Lifeng Wang 0002|Maged Elkashlan|Syed Ali Raza Zaidi|Trung Quang Duong|Yuanwei Liu,NA,0000-0002-4703-4836|0000-0002-6389-8941,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1109/TCOMM.2015.2498171|https://www.wikidata.org/entity/Q59895937,NA,NA,IEEE Trans. Commun.,journals/tcom/LiuWZED16,2021-10-14,NA,NA,NA,NA,1,329-342,NA,NA,NA,NA,NA,Secure D2D Communication in Large-Scale Cognitive Cellular Networks: A Wireless Power Transfer Model.,NA,NA,db/journals/tcom/tcom64.html#LiuWZED16,64,2016,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
30805,Anna Bogomolnaia,NA,0000-0003-0377-862X,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/j.jet.2015.04.008,NA,NA,J. Econ. Theory,journals/jet/Bogomolnaia15,2020-02-24,NA,NA,NA,NA,NA,308-318,NA,NA,NA,NA,NA,Random assignment: Redefining the serial rule.,NA,NA,db/journals/jet/jet158.html#Bogomolnaia15,158,2015,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1302686,Jae-Jin Lee|Jinho Lee|Kyuseung Han|Massoud Pedram|Woojoo Lee,NA,0000-0003-0600-0004,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1109/TCAD.2017.2693269,NA,NA,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad/HanLLLP18,2020-09-24,NA,NA,NA,NA,2,458-471,NA,NA,NA,NA,NA,TEI-NoC: Optimizing Ultralow Power NoCs Exploiting the Temperature Effect Inversion.,NA,NA,db/journals/tcad/tcad37.html#HanLLLP18,37,2018,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2175555,J. Leon Zhao|Vincent H. Resh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1145/501317.501320,NA,NA,Commun. ACM,journals/cacm/ZhaoR01,2018-11-06,NA,NA,NA,NA,12,103-109,NA,NA,NA,NA,NA,Internet Publishing and Transformation of Knowledge Processes.,NA,NA,db/journals/cacm/cacm44.html#ZhaoR01,44,2001,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2327391,Abderrahmane Nitaj|Ali Ahmadian|Domenica Stefania Merenda|Muhammad Rezal Kamel Ariffin|Nurul Nur Hanisah Adenan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://eprint.iacr.org/2021/1630,oa,NA,IACR Cryptol. ePrint Arch.,journals/iacr/NitajAAMA21,2022-01-13,NA,NA,NA,NA,NA,1630,NA,NA,informal,NA,NA,Exponential Increment of RSA Attack Range via Lattice Based Cryptanalysis.,NA,NA,db/journals/iacr/iacr2021.html#NitajAAMA21,2021,2021,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1436545,Karanam Kishore Kumar|Sneha Susan Mathew,NA,0000-0001-6202-8760|0000-0002-9920-9829,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1109/JSTARS.2018.2828342,NA,NA,IEEE J. Sel. Top. Appl. Earth Obs. Remote. Sens.,journals/staeors/MathewK18,2021-10-14,NA,NA,NA,NA,7,2555-2561,NA,NA,NA,NA,NA,Estimation of Zonally Resolved Edges of the Tropical Belt Using GPS-RO Measurements.,NA,NA,db/journals/staeors/staeors11.html#MathewK18,11,2018,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2779498,Feng Xia 0001|Jie Li 0029|Laurence T. Yang|Naixue Xiong|Ruonan Hao|Yan Zhang 0002,NA,0000-0002-8324-1859,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/j.sysarc.2013.10.007,NA,NA,J. Syst. Archit.,journals/jsa/XiaHLXYZ13,2020-09-18,NA,NA,NA,NA,NA,1231-1242,NA,NA,NA,NA,NA,Adaptive GTS allocation in IEEE 802.15.4 for real-time wireless sensor networks.,NA,NA,db/journals/jsa/jsa59.html#XiaHLXYZ13,59,2013,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1646686,Elia Moscoso Thompson|Silvia Biasotti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://arxiv.org/abs/1805.00719,oa,NA,CoRR,journals/corr/abs-1805-00719,2018-08-13,NA,NA,NA,NA,NA,NA,NA,NA,informal,NA,NA,Description and Retrieval of Geometric Patterns on Surface Meshes using an edge-based LBP approach.,NA,NA,db/journals/corr/corr1805.html#abs-1805-00719,abs/1805.00719,2018,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2222391,Bo Qin|Lei Zhang 0009|Qianhong Wu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1002/sec.652,NA,NA,Secur. Commun. Networks,journals/scn/ZhangWQ13,2020-09-10,NA,NA,NA,NA,8,1010-1020,NA,NA,NA,NA,NA,Identity-based optimistic fair exchange in the standard model.,NA,NA,db/journals/scn/scn6.html#ZhangWQ13,6,2013,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
831920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1007/s11623-014-0027-7,NA,NA,Datenschutz und Datensicherheit,journals/dud/Xa14p,2017-05-27,NA,NA,NA,NA,1,63-64,NA,NA,NA,NA,NA,T-Systems baut Sicherheitsportfolio zusammen mit RSA weiter aus.,NA,NA,db/journals/dud/dud38.html#Xa14p,38,2014,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1224638,Jacques Stern|László Babai|Sanjeev Arora|Z. Sweedyk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1006/jcss.1997.1472,oa,NA,J. Comput. Syst. Sci.,journals/jcss/AroraBSS97,2021-02-16,NA,NA,NA,NA,2,317-331,NA,NA,NA,NA,NA,"The Hardness of Approximate Optima in Lattices, Codes, and Systems of Linear Equations.",NA,NA,db/journals/jcss/jcss54.html#AroraBSS97,54,1997,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
539799,Chaofan Hu|Jiawei Gu|Yanxue Wang|Zexi Luo,NA,0000-0001-8170-4998|0000-0001-8739-4740|0000-0001-9465-2672|0000-0002-0537-7814,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1109/ACCESS.2020.3048000,oa,NA,IEEE Access,journals/access/GuWHL21,2021-02-11,NA,NA,NA,NA,NA,14330-14339,NA,NA,NA,NA,NA,A Novel Method for Predicting Fault Labels of Roller Bearing by Generalized Laplacian Matrix.,NA,NA,db/journals/access/access9.html#GuWHL21,9,2021,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
884135,Jeff Magee|Paul Dias|Ulf Leonhardt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/S0097-8493(96)00036-2,NA,NA,Comput. Graph.,journals/cg/LeonhardtMD96,2020-02-19,NA,NA,NA,NA,5,627-632,NA,NA,NA,NA,NA,Location service in mobile computing environments.,NA,NA,db/journals/cg/cg20.html#LeonhardtMD96,20,1996,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
165528,Hossein Mohammadnezhad|Huan Wang 0008|Payam Heydari,NA,0000-0002-1008-1559|0000-0002-3768-9046|0000-0003-3254-7599,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1109/JSSC.2019.2931610,NA,NA,IEEE J. Solid State Circuits,journals/jssc/WangMH19,2020-08-30,NA,NA,NA,NA,11,3161-3179,NA,NA,NA,NA,NA,Analysis and Design of High-Order QAM Direct-Modulation Transmitter for High-Speed Point-to-Point mm-Wave Wireless Links.,NA,NA,db/journals/jssc/jssc54.html#WangMH19,54,2019,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2169536,Ganesh Vaidyanathan|Steven Mautone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1145/1610252.1610284,NA,NA,Commun. ACM,journals/cacm/VaidyanathanM09,2018-11-06,NA,NA,NA,NA,12,121-125,NA,NA,NA,NA,NA,Security in dynamic web content management systems applications.,NA,NA,db/journals/cacm/cacm52.html#VaidyanathanM09,52,2009,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1803079,Poorya Aminaie|Pouya Aminaie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/abs/2011.14167,oa,NA,CoRR,journals/corr/abs-2011-14167,2020-12-01,NA,NA,NA,NA,NA,NA,NA,NA,informal,NA,NA,Profinet vs Profibus.,NA,NA,db/journals/corr/corr2011.html#abs-2011-14167,abs/2011.14167,2020,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
450955,Dongxu Li|Wei Dong 0006|Wenli Ji|Xing Gao|Yao Deng|Yongjun Li 0006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/j.ins.2021.04.030,NA,NA,Inf. Sci.,journals/isci/LiJGDDL21,2021-06-14,NA,NA,NA,NA,NA,1-15,NA,NA,NA,NA,NA,Matching user accounts with spatio-temporal awareness across social networks.,NA,NA,db/journals/isci/isci570.html#LiJGDDL21,570,2021,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1044725,Dario Fasino|Francesco Tudisco,NA,0000-0001-7682-0660|0000-0002-8150-4475,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1137/19M1285214,NA,NA,SIAM J. Math. Data Sci.,journals/simods/FasinoT20,2020-11-07,NA,NA,NA,NA,3,740-769,NA,NA,NA,NA,NA,Ergodicity Coefficients for Higher-Order Stochastic Processes.,NA,NA,db/journals/simods/simods2.html#FasinoT20,2,2020,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2753060,Sungwook Kim,NA,0000-0003-1967-151X,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1155/2017/7965767,oa,NA,Mob. Inf. Syst.,journals/mis/Kim17,2020-10-01,NA,NA,NA,NA,NA,7965767:1-7965767:11,NA,NA,NA,NA,NA,D2D-Enabled Small Cell Network Control Scheme Based on the Dynamic Stackelberg Game.,NA,NA,db/journals/mis/mis2017.html#Kim17,2017,2017,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1090843,Michel Kinnaert,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/S0005-1098(99)00067-9,NA,NA,Autom.,journals/automatica/Kinnaert99,2020-02-20,NA,NA,NA,NA,11,1829-1842,NA,NA,NA,NA,NA,Robust fault detection based on observers for bilinear systems.,NA,NA,db/journals/automatica/automatica35.html#Kinnaert99,35,1999,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1495077,Dwayne Winseck,NA,0000-0002-8122-9223,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1177/14614440222226280,NA,NA,New Media Soc.,journals/nms/Winseck02,2020-09-17,NA,NA,NA,NA,1,93-122,NA,NA,NA,NA,NA,Illusions of perfect information and fantasies of control in the information society.,NA,NA,db/journals/nms/nms4.html#Winseck02,4,2002,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1643170,Jana Diesner|Jinseok Kim 0001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://arxiv.org/abs/1503.00361,oa,NA,CoRR,journals/corr/KimD15a,2018-08-13,NA,NA,NA,NA,NA,NA,NA,NA,informal,NA,NA,Coauthorship networks: A directed network approach considering the order and number of coauthors.,NA,NA,db/journals/corr/corr1503.html#KimD15a,abs/1503.00361,2015,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
152701,Alexander Baumstark|Constantin Pohl,NA,0000-0002-7162-7615,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1007/s13222-019-00329-4,NA,NA,Datenbank-Spektrum,journals/dbsk/BaumstarkP19,2019-11-26,NA,NA,NA,NA,3,209-218,NA,NA,NA,NA,NA,Lock-free Data Structures for Data Stream Processing - A Closer Look.,NA,NA,db/journals/dbsk/dbsk19.html#BaumstarkP19,19,2019,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
