:START_ID,:END_ID,decision:bool,text:strin[]
9934002,342,1,Forza juve next year we'll win the champions
9906203,343,1,Forza juve next year we'll win the champions
9617159,344,1,Forza juve next year we'll win the champions
9773188,345,0,Forza juve next year we'll win the champions
9016062,346,1,Forza juve next year we'll win the champions
9437515,347,1,Forza juve next year we'll win the champions
9867655,348,1,Forza juve next year we'll win the champions
9088203,349,0,Forza juve next year we'll win the champions
9740555,350,1,Forza juve next year we'll win the champions
9744852,351,0,Forza juve next year we'll win the champions
10901266,352,1,Forza juve next year we'll win the champions
9010776,353,1,Forza juve next year we'll win the champions
9100387,354,1,Forza juve next year we'll win the champions
10389932,355,0,Forza juve next year we'll win the champions
9233539,356,0,Forza juve next year we'll win the champions
9940116,357,1,Forza juve next year we'll win the champions
9040868,358,1,Forza juve next year we'll win the champions
9064190,359,1,Forza juve next year we'll win the champions
9301766,360,1,Forza juve next year we'll win the champions
9126827,361,1,Forza juve next year we'll win the champions
10222303,362,1,Forza juve next year we'll win the champions
9023138,363,1,Forza juve next year we'll win the champions
10369544,364,1,Forza juve next year we'll win the champions
10625135,365,1,Forza juve next year we'll win the champions
9186591,366,1,Forza juve next year we'll win the champions
9071119,367,1,Forza juve next year we'll win the champions
9319203,368,1,Forza juve next year we'll win the champions
9216473,369,0,Forza juve next year we'll win the champions
9454940,370,1,Forza juve next year we'll win the champions
9421312,371,1,Forza juve next year we'll win the champions
9045321,372,1,Forza juve next year we'll win the champions
9040621,373,0,Forza juve next year we'll win the champions
9467278,374,1,Forza juve next year we'll win the champions
9301767,375,1,Forza juve next year we'll win the champions
9531711,376,1,Forza juve next year we'll win the champions
9274707,377,0,Forza juve next year we'll win the champions
9918775,378,1,Forza juve next year we'll win the champions
9528248,379,1,Forza juve next year we'll win the champions
9207723,380,1,Forza juve next year we'll win the champions
9527141,381,1,Forza juve next year we'll win the champions
9879517,382,1,Forza juve next year we'll win the champions
9091579,383,1,Forza juve next year we'll win the champions
9550645,384,1,Forza juve next year we'll win the champions
9598245,385,1,Forza juve next year we'll win the champions
10376242,386,1,Forza juve next year we'll win the champions
9001706,387,1,Forza juve next year we'll win the champions
9417933,388,1,Forza juve next year we'll win the champions
9742664,389,0,Forza juve next year we'll win the champions
9226448,390,1,Forza juve next year we'll win the champions
9563934,391,1,Forza juve next year we'll win the champions
10207350,392,1,Forza juve next year we'll win the champions
10541292,393,0,Forza juve next year we'll win the champions
9241711,394,1,Forza juve next year we'll win the champions
9528013,395,1,Forza juve next year we'll win the champions
9697732,396,1,Forza juve next year we'll win the champions
9151525,397,1,Forza juve next year we'll win the champions
9716949,398,1,Forza juve next year we'll win the champions
10896548,399,1,Forza juve next year we'll win the champions
9221401,400,0,Forza juve next year we'll win the champions
9188715,401,1,Forza juve next year we'll win the champions
9223555,402,0,Forza juve next year we'll win the champions
9347644,403,1,Forza juve next year we'll win the champions
9934151,404,1,Forza juve next year we'll win the champions
9441266,405,1,Forza juve next year we'll win the champions
9263744,406,1,Forza juve next year we'll win the champions
9010986,407,1,Forza juve next year we'll win the champions
9920928,408,1,Forza juve next year we'll win the champions
9033213,409,0,Forza juve next year we'll win the champions
9203517,410,1,Forza juve next year we'll win the champions
9046592,411,1,Forza juve next year we'll win the champions
9548355,412,0,Forza juve next year we'll win the champions
9512916,413,0,Forza juve next year we'll win the champions
9430530,414,0,Forza juve next year we'll win the champions
9490069,415,0,Forza juve next year we'll win the champions
9080659,416,1,Forza juve next year we'll win the champions
9172991,417,0,Forza juve next year we'll win the champions
9392862,418,1,Forza juve next year we'll win the champions
9106980,419,1,Forza juve next year we'll win the champions
9456018,420,1,Forza juve next year we'll win the champions
10657372,421,0,Forza juve next year we'll win the champions
9105783,422,1,Forza juve next year we'll win the champions
9587246,423,1,Forza juve next year we'll win the champions
9103323,424,0,Forza juve next year we'll win the champions
9116157,425,1,Forza juve next year we'll win the champions
10299986,426,1,Forza juve next year we'll win the champions
9553675,427,1,Forza juve next year we'll win the champions
9713674,428,0,Forza juve next year we'll win the champions
9655790,429,1,Forza juve next year we'll win the champions
8980931,430,1,Forza juve next year we'll win the champions
9488103,431,1,Forza juve next year we'll win the champions
10321068,432,1,Forza juve next year we'll win the champions
9751055,433,1,Forza juve next year we'll win the champions
9795803,434,1,Forza juve next year we'll win the champions
9172636,435,0,Forza juve next year we'll win the champions
9248626,436,1,Forza juve next year we'll win the champions
9173256,437,1,Forza juve next year we'll win the champions
10046744,438,1,Forza juve next year we'll win the champions
10895882,439,1,Forza juve next year we'll win the champions
9983150,440,1,Forza juve next year we'll win the champions
8975273,441,1,Forza juve next year we'll win the champions
8982563,442,1,Forza juve next year we'll win the champions
10332678,443,1,Forza juve next year we'll win the champions
9422910,444,1,Forza juve next year we'll win the champions
10233449,445,1,Forza juve next year we'll win the champions
9618656,446,0,Forza juve next year we'll win the champions
9018928,447,1,Forza juve next year we'll win the champions
9408437,448,1,Forza juve next year we'll win the champions
9018529,449,0,Forza juve next year we'll win the champions
9035169,450,0,Forza juve next year we'll win the champions
10599835,451,1,Forza juve next year we'll win the champions
8979099,452,1,Forza juve next year we'll win the champions
8976199,453,1,Forza juve next year we'll win the champions
9052541,454,1,Forza juve next year we'll win the champions
8988767,455,1,Forza juve next year we'll win the champions
9819396,456,1,Forza juve next year we'll win the champions
9059913,457,1,Forza juve next year we'll win the champions
8989275,458,1,Forza juve next year we'll win the champions
10281745,459,0,Forza juve next year we'll win the champions
9400870,460,1,Forza juve next year we'll win the champions
9781954,461,1,Forza juve next year we'll win the champions
9515241,462,1,Forza juve next year we'll win the champions
9756921,463,0,Forza juve next year we'll win the champions
9096329,464,1,Forza juve next year we'll win the champions
9662822,465,1,Forza juve next year we'll win the champions
9447915,466,1,Forza juve next year we'll win the champions
9828579,467,0,Forza juve next year we'll win the champions
10237120,468,0,Forza juve next year we'll win the champions
9103570,469,1,Forza juve next year we'll win the champions
9253795,470,0,Forza juve next year we'll win the champions
9071958,471,1,Forza juve next year we'll win the champions
9062406,472,1,Forza juve next year we'll win the champions
10373666,473,1,Forza juve next year we'll win the champions
9481416,474,1,Forza juve next year we'll win the champions
9048101,475,1,Forza juve next year we'll win the champions
8979160,476,1,Forza juve next year we'll win the champions
10254369,477,1,Forza juve next year we'll win the champions
9434238,478,0,Forza juve next year we'll win the champions
9058247,479,1,Forza juve next year we'll win the champions
8973601,480,0,Forza juve next year we'll win the champions
10669623,481,1,Forza juve next year we'll win the champions
10048459,482,1,Forza juve next year we'll win the champions
9102824,483,1,Forza juve next year we'll win the champions
9191580,484,1,Forza juve next year we'll win the champions
10546064,485,1,Forza juve next year we'll win the champions
9223542,486,1,Forza juve next year we'll win the champions
9133152,487,1,Forza juve next year we'll win the champions
9082040,488,0,Forza juve next year we'll win the champions
10310259,489,1,Forza juve next year we'll win the champions
10133144,490,1,Forza juve next year we'll win the champions
9834026,491,1,Forza juve next year we'll win the champions
9233881,492,1,Forza juve next year we'll win the champions
10055061,493,1,Forza juve next year we'll win the champions
10075413,494,0,Forza juve next year we'll win the champions
9076746,495,1,Forza juve next year we'll win the champions
9103060,496,1,Forza juve next year we'll win the champions
8976932,497,1,Forza juve next year we'll win the champions
9977007,498,0,Forza juve next year we'll win the champions
9051379,499,1,Forza juve next year we'll win the champions
9227353,500,1,Forza juve next year we'll win the champions
9247619,501,1,Forza juve next year we'll win the champions
9538245,502,0,Forza juve next year we'll win the champions
9089586,503,1,Forza juve next year we'll win the champions
8989057,504,0,Forza juve next year we'll win the champions
9754163,505,1,Forza juve next year we'll win the champions
9927520,506,1,Forza juve next year we'll win the champions
8969209,507,1,Forza juve next year we'll win the champions
8976907,508,1,Forza juve next year we'll win the champions
9042844,509,0,Forza juve next year we'll win the champions
9146256,510,0,Forza juve next year we'll win the champions
9593498,511,1,Forza juve next year we'll win the champions
9234247,512,0,Forza juve next year we'll win the champions
10359786,513,1,Forza juve next year we'll win the champions
8980119,514,1,Forza juve next year we'll win the champions
9142533,515,1,Forza juve next year we'll win the champions
9261504,516,1,Forza juve next year we'll win the champions
9172959,517,1,Forza juve next year we'll win the champions
10062940,518,1,Forza juve next year we'll win the champions
9521027,519,1,Forza juve next year we'll win the champions
10081442,520,1,Forza juve next year we'll win the champions
9784536,521,1,Forza juve next year we'll win the champions
9166205,522,1,Forza juve next year we'll win the champions
9362675,523,1,Forza juve next year we'll win the champions
10350604,524,1,Forza juve next year we'll win the champions
10895884,525,0,Forza juve next year we'll win the champions
9631409,526,1,Forza juve next year we'll win the champions
9675509,527,1,Forza juve next year we'll win the champions
9121025,528,1,Forza juve next year we'll win the champions
8994149,529,1,Forza juve next year we'll win the champions
9675697,530,1,Forza juve next year we'll win the champions
10749833,531,1,Forza juve next year we'll win the champions
10108795,532,1,Forza juve next year we'll win the champions
9109681,533,0,Forza juve next year we'll win the champions
9699455,534,0,Forza juve next year we'll win the champions
10692515,535,0,Forza juve next year we'll win the champions
9042297,536,1,Forza juve next year we'll win the champions
9089060,537,0,Forza juve next year we'll win the champions
9373802,538,0,Forza juve next year we'll win the champions
9717911,539,0,Forza juve next year we'll win the champions
9836392,540,0,Forza juve next year we'll win the champions
9643983,541,1,Forza juve next year we'll win the champions
9151329,542,1,Forza juve next year we'll win the champions
9787901,543,0,Forza juve next year we'll win the champions
9821898,544,1,Forza juve next year we'll win the champions
8974106,545,0,Forza juve next year we'll win the champions
9399384,546,1,Forza juve next year we'll win the champions
9201136,547,1,Forza juve next year we'll win the champions
9527314,548,1,Forza juve next year we'll win the champions
10753609,549,0,Forza juve next year we'll win the champions
9997776,550,1,Forza juve next year we'll win the champions
9088860,551,1,Forza juve next year we'll win the champions
9596263,552,1,Forza juve next year we'll win the champions
9131174,553,1,Forza juve next year we'll win the champions
9817676,554,1,Forza juve next year we'll win the champions
9000652,555,1,Forza juve next year we'll win the champions
9049264,556,0,Forza juve next year we'll win the champions
9127160,557,1,Forza juve next year we'll win the champions
9662533,558,1,Forza juve next year we'll win the champions
9057951,559,1,Forza juve next year we'll win the champions
10059624,560,1,Forza juve next year we'll win the champions
10633085,561,0,Forza juve next year we'll win the champions
9301991,562,1,Forza juve next year we'll win the champions
9122233,563,1,Forza juve next year we'll win the champions
9057670,564,1,Forza juve next year we'll win the champions
9885585,565,1,Forza juve next year we'll win the champions
9602860,566,1,Forza juve next year we'll win the champions
9079850,567,1,Forza juve next year we'll win the champions
10401461,568,1,Forza juve next year we'll win the champions
9162053,569,1,Forza juve next year we'll win the champions
9044032,570,1,Forza juve next year we'll win the champions
9125222,571,0,Forza juve next year we'll win the champions
10180860,572,1,Forza juve next year we'll win the champions
9234395,573,1,Forza juve next year we'll win the champions
8997254,574,1,Forza juve next year we'll win the champions
10020108,575,0,Forza juve next year we'll win the champions
9148207,576,1,Forza juve next year we'll win the champions
9278401,577,1,Forza juve next year we'll win the champions
9353211,578,1,Forza juve next year we'll win the champions
9042750,579,1,Forza juve next year we'll win the champions
10748069,580,0,Forza juve next year we'll win the champions
9069979,581,1,Forza juve next year we'll win the champions
9208331,582,1,Forza juve next year we'll win the champions
9789545,583,0,Forza juve next year we'll win the champions
10446569,584,1,Forza juve next year we'll win the champions
9161431,585,1,Forza juve next year we'll win the champions
10675884,586,0,Forza juve next year we'll win the champions
9006528,587,0,Forza juve next year we'll win the champions
9612491,588,1,Forza juve next year we'll win the champions
9506590,589,0,Forza juve next year we'll win the champions
9083404,590,1,Forza juve next year we'll win the champions
9153191,591,0,Forza juve next year we'll win the champions
9101736,592,1,Forza juve next year we'll win the champions
10366283,593,1,Forza juve next year we'll win the champions
9464584,594,1,Forza juve next year we'll win the champions
10799256,595,1,Forza juve next year we'll win the champions
9487457,596,1,Forza juve next year we'll win the champions
9474302,597,0,Forza juve next year we'll win the champions
9072808,598,0,Forza juve next year we'll win the champions
9073724,599,1,Forza juve next year we'll win the champions
10417298,600,0,Forza juve next year we'll win the champions
10809318,601,0,Forza juve next year we'll win the champions
9758808,602,0,Forza juve next year we'll win the champions
9170814,603,1,Forza juve next year we'll win the champions
9027094,604,0,Forza juve next year we'll win the champions
9450361,605,1,Forza juve next year we'll win the champions
9178344,606,0,Forza juve next year we'll win the champions
